episode,strategy,ways,shots,queries,fault_sigma,fault_drop_prob,chosen_method,final_method,rollback_used,acc_final,acc_proto,latency_ms,entropy_final,conf_final,js_vs_proto,alerts,alerts_count,holdout_acc_proto,holdout_acc_ridge
1,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.8933333158493042,0.8933333158493042,595.9198998752981,1.5390664339065552,0.3115707337856293,0.0,HIGH_ENTROPY|LOW_CONF,2,0.800000011920929,0.800000011920929
2,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.9200000166893005,0.9200000166893005,633.7541998364031,1.5667595863342285,0.28804975748062134,0.0,HIGH_ENTROPY|LOW_CONF,2,0.800000011920929,0.800000011920929
3,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.9333333373069763,0.9333333373069763,615.1864000130445,1.5334587097167969,0.3433946371078491,0.0,HIGH_ENTROPY|LOW_CONF,2,1.0,1.0
4,agent_sentinel,5,5,15,0.05,0.0,ridge,prototype,1,1.0,1.0,558.186799986288,1.547179937362671,0.343995064496994,0.008424930274486542,HIGH_ENTROPY|LOW_CONF,2,1.0,1.0
5,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.9466666579246521,0.9466666579246521,536.4052001386881,1.5018579959869385,0.374252587556839,0.0,HIGH_ENTROPY,1,1.0,1.0
6,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.9733333587646484,0.9733333587646484,529.9713001586497,1.5417569875717163,0.32362714409828186,0.0,HIGH_ENTROPY|LOW_CONF,2,1.0,1.0
7,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,1.0,1.0,633.2445999141783,1.5022331476211548,0.36937037110328674,0.0,HIGH_ENTROPY,1,1.0,1.0
8,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,1.0,1.0,556.6366000566632,1.4280059337615967,0.425336629152298,0.0,HIGH_ENTROPY,1,1.0,1.0
9,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,0.9466666579246521,0.9466666579246521,534.512400161475,1.5099294185638428,0.352821409702301,0.0,HIGH_ENTROPY,1,1.0,0.800000011920929
10,agent_sentinel,5,5,15,0.05,0.0,prototype,prototype,0,1.0,1.0,635.0907001178712,1.5031145811080933,0.3633512556552887,0.0,HIGH_ENTROPY,1,1.0,0.800000011920929
