episode,strategy,ways,shots,queries,fault_sigma,fault_drop_prob,chosen_method,final_method,rollback_used,acc_final,acc_proto,latency_ms,entropy_final,conf_final,js_vs_proto,alerts,alerts_count,holdout_acc_proto,holdout_acc_ridge
1,agent_sentinel,5,1,15,0.05,0.0,prototype,prototype,0,0.9333333373069763,0.9333333373069763,438.0453999619931,1.445210576057434,0.3972994387149811,0.0,HIGH_ENTROPY,1,,
2,agent_sentinel,5,1,15,0.05,0.0,prototype,prototype,0,0.9066666960716248,0.9066666960716248,458.09559989720583,1.5254147052764893,0.33896732330322266,0.0,HIGH_ENTROPY|LOW_CONF,2,,
3,agent_sentinel,5,1,15,0.05,0.0,prototype,prototype,0,0.9066666960716248,0.9066666960716248,412.95720008201897,1.4529041051864624,0.41022735834121704,0.0,HIGH_ENTROPY,1,,
4,agent_sentinel,5,1,15,0.05,0.0,prototype,prototype,0,0.8533333539962769,0.8533333539962769,439.130200073123,1.532083511352539,0.31848207116127014,0.0,HIGH_ENTROPY|LOW_CONF,2,,
5,agent_sentinel,5,1,15,0.05,0.0,prototype,prototype,0,0.8399999737739563,0.8399999737739563,433.083200128749,1.485460638999939,0.3811609447002411,0.0,HIGH_ENTROPY,1,,
6,agent_sentinel,5,1,15,0.05,0.0,prototype,prototype,0,0.800000011920929,0.800000011920929,481.00549983792007,1.5285834074020386,0.33239349722862244,0.0,HIGH_ENTROPY|LOW_CONF,2,,
7,agent_sentinel,5,1,15,0.05,0.0,prototype,prototype,0,0.9466666579246521,0.9466666579246521,424.6894000098109,1.4775645732879639,0.37781238555908203,0.0,HIGH_ENTROPY,1,,
8,agent_sentinel,5,1,15,0.05,0.0,prototype,prototype,0,0.9599999785423279,0.9599999785423279,414.272400084883,1.5183534622192383,0.35355469584465027,0.0,HIGH_ENTROPY,1,,
9,agent_sentinel,5,1,15,0.05,0.0,prototype,prototype,0,0.7733333110809326,0.7733333110809326,410.9086999669671,1.472193717956543,0.35546979308128357,0.0,HIGH_ENTROPY,1,,
10,agent_sentinel,5,1,15,0.05,0.0,prototype,prototype,0,0.8399999737739563,0.8399999737739563,413.8784999959171,1.4876093864440918,0.3551844656467438,0.0,HIGH_ENTROPY,1,,
11,agent_sentinel,5,1,15,0.05,0.0,prototype,prototype,0,0.800000011920929,0.800000011920929,469.2152999341488,1.4414384365081787,0.40103262662887573,0.0,HIGH_ENTROPY,1,,
12,agent_sentinel,5,1,15,0.05,0.0,prototype,prototype,0,0.8933333158493042,0.8933333158493042,426.28760007210076,1.484409213066101,0.35798802971839905,0.0,HIGH_ENTROPY,1,,
13,agent_sentinel,5,1,15,0.05,0.0,prototype,prototype,0,0.9066666960716248,0.9066666960716248,418.5699000954628,1.51518976688385,0.33983930945396423,0.0,HIGH_ENTROPY|LOW_CONF,2,,
14,agent_sentinel,5,1,15,0.05,0.0,prototype,prototype,0,0.8933333158493042,0.8933333158493042,421.29800003021955,1.437437891960144,0.3901275098323822,0.0,HIGH_ENTROPY,1,,
15,agent_sentinel,5,1,15,0.05,0.0,prototype,prototype,0,0.9733333587646484,0.9733333587646484,424.07539999112487,1.509016513824463,0.359812468290329,0.0,HIGH_ENTROPY,1,,
16,agent_sentinel,5,1,15,0.05,0.0,prototype,prototype,0,0.9066666960716248,0.9066666960716248,457.826100056991,1.5066708326339722,0.3383186161518097,0.0,HIGH_ENTROPY|LOW_CONF,2,,
17,agent_sentinel,5,1,15,0.05,0.0,prototype,prototype,0,0.8933333158493042,0.8933333158493042,411.46060009486973,1.4791078567504883,0.384414941072464,0.0,HIGH_ENTROPY,1,,
18,agent_sentinel,5,1,15,0.05,0.0,prototype,prototype,0,0.9599999785423279,0.9599999785423279,417.32680005952716,1.5053244829177856,0.367347776889801,0.0,HIGH_ENTROPY,1,,
19,agent_sentinel,5,1,15,0.05,0.0,prototype,prototype,0,0.9333333373069763,0.9333333373069763,417.37769986502826,1.4684865474700928,0.40041711926460266,0.0,HIGH_ENTROPY,1,,
20,agent_sentinel,5,1,15,0.05,0.0,prototype,prototype,0,0.9466666579246521,0.9466666579246521,455.1038001663983,1.4933288097381592,0.3736632764339447,0.0,HIGH_ENTROPY,1,,
21,agent_sentinel,5,1,15,0.05,0.0,prototype,prototype,0,0.9466666579246521,0.9466666579246521,433.26930003240705,1.5490492582321167,0.3001505434513092,0.0,HIGH_ENTROPY|LOW_CONF,2,,
22,agent_sentinel,5,1,15,0.05,0.0,prototype,prototype,0,0.8133333325386047,0.8133333325386047,423.45390003174543,1.5026663541793823,0.356239378452301,0.0,HIGH_ENTROPY,1,,
23,agent_sentinel,5,1,15,0.05,0.0,prototype,prototype,0,0.9599999785423279,0.9599999785423279,422.40849998779595,1.5158169269561768,0.3532750606536865,0.0,HIGH_ENTROPY,1,,
24,agent_sentinel,5,1,15,0.05,0.0,prototype,prototype,0,0.7200000286102295,0.7200000286102295,424.4373000692576,1.469386339187622,0.3736831247806549,0.0,HIGH_ENTROPY,1,,
25,agent_sentinel,5,1,15,0.05,0.0,prototype,prototype,0,0.9333333373069763,0.9333333373069763,444.4792999420315,1.4642115831375122,0.3807491362094879,0.0,HIGH_ENTROPY,1,,
26,agent_sentinel,5,1,15,0.05,0.0,prototype,prototype,0,0.9200000166893005,0.9200000166893005,466.22540010139346,1.4962676763534546,0.36748799681663513,0.0,HIGH_ENTROPY,1,,
