episode,strategy,ways,shots,queries,fault_sigma,fault_drop_prob,chosen_method,final_method,rollback_used,acc_final,acc_proto,latency_ms,entropy_final,conf_final,js_vs_proto,alerts,alerts_count,holdout_acc_proto,holdout_acc_ridge
1,agent_sentinel,5,5,15,0.0,0.0,prototype,prototype,0,1.0,1.0,595.372699899599,1.3039978742599487,0.5196009278297424,0.0,,0,1.0,1.0
2,agent_sentinel,5,5,15,0.0,0.0,ridge,prototype,1,0.8799999952316284,0.8799999952316284,567.7100999746472,1.5479531288146973,0.33418622612953186,0.0033407784067094326,HIGH_ENTROPY|LOW_CONF,2,0.800000011920929,1.0
3,agent_sentinel,5,5,15,0.0,0.0,ridge,prototype,1,0.9066666960716248,0.9066666960716248,595.8374000620097,1.54437255859375,0.3380385637283325,0.02469055727124214,HIGH_ENTROPY|LOW_CONF,2,1.0,1.0
4,agent_sentinel,5,5,15,0.0,0.0,prototype,prototype,0,0.9599999785423279,0.9599999785423279,537.5529997982085,1.2793978452682495,0.48746684193611145,0.0,,0,1.0,0.800000011920929
5,agent_sentinel,5,5,15,0.0,0.0,ridge,prototype,1,1.0,1.0,540.4719999060035,1.5183160305023193,0.375740110874176,0.02899874933063984,HIGH_ENTROPY,1,1.0,1.0
6,agent_sentinel,5,5,15,0.0,0.0,prototype,prototype,0,0.9733333587646484,0.9733333587646484,559.6874000038952,1.4441810846328735,0.42355188727378845,0.0,HIGH_ENTROPY,1,1.0,1.0
7,agent_sentinel,5,5,15,0.0,0.0,prototype,prototype,0,1.0,1.0,544.3332002032548,1.263309359550476,0.5369908809661865,0.0,,0,1.0,1.0
8,agent_sentinel,5,5,15,0.0,0.0,prototype,prototype,0,0.9733333587646484,0.9733333587646484,549.1582001559436,1.4304875135421753,0.4321012794971466,0.0,HIGH_ENTROPY,1,1.0,1.0
9,agent_sentinel,5,5,15,0.0,0.0,ridge,prototype,1,0.9866666793823242,0.9866666793823242,542.0442000031471,1.5328598022460938,0.3565670847892761,0.015219289809465408,HIGH_ENTROPY,1,0.800000011920929,1.0
10,agent_sentinel,5,5,15,0.0,0.0,prototype,prototype,0,1.0,1.0,575.6372001487762,1.2255570888519287,0.5399667620658875,0.0,,0,1.0,1.0
11,agent_sentinel,5,5,15,0.0,0.0,prototype,prototype,0,1.0,1.0,610.2012998890132,1.3108935356140137,0.5111051797866821,0.0,,0,1.0,1.0
12,agent_sentinel,5,5,15,0.0,0.0,prototype,prototype,0,0.9733333587646484,0.9733333587646484,530.4171999450773,1.2355155944824219,0.5243948101997375,0.0,,0,1.0,1.0
13,agent_sentinel,5,5,15,0.0,0.0,prototype,prototype,0,1.0,1.0,536.2134000752121,1.350868582725525,0.4804809093475342,0.0,HIGH_ENTROPY,1,1.0,1.0
14,agent_sentinel,5,5,15,0.0,0.0,prototype,prototype,0,1.0,1.0,525.329900206998,1.2438697814941406,0.5284435153007507,0.0,,0,1.0,1.0
15,agent_sentinel,5,5,15,0.0,0.0,prototype,prototype,0,1.0,1.0,564.4982999656349,1.2576420307159424,0.5371639728546143,0.0,,0,1.0,1.0
16,agent_sentinel,5,5,15,0.0,0.0,ridge,prototype,1,1.0,1.0,528.2487999647856,1.5282810926437378,0.3625089228153229,0.03025387041270733,HIGH_ENTROPY,1,0.800000011920929,1.0
17,agent_sentinel,5,5,15,0.0,0.0,prototype,prototype,0,0.9733333587646484,0.9733333587646484,519.893900025636,1.3579530715942383,0.47422245144844055,0.0,HIGH_ENTROPY,1,1.0,1.0
18,agent_sentinel,5,5,15,0.0,0.0,prototype,prototype,0,0.9200000166893005,0.9200000166893005,526.6261000651866,1.5425925254821777,0.3283920884132385,0.0,HIGH_ENTROPY|LOW_CONF,2,1.0,1.0
19,agent_sentinel,5,5,15,0.0,0.0,prototype,prototype,0,0.9200000166893005,0.9200000166893005,553.5548001062125,1.4156395196914673,0.4037972390651703,0.0,HIGH_ENTROPY,1,1.0,1.0
20,agent_sentinel,5,5,15,0.0,0.0,prototype,prototype,0,0.9599999785423279,0.9599999785423279,527.0682000555098,1.4489693641662598,0.39016279578208923,0.0,HIGH_ENTROPY,1,1.0,1.0
21,agent_sentinel,5,5,15,0.0,0.0,prototype,prototype,0,0.8933333158493042,0.8933333158493042,526.5297000296414,1.4027916193008423,0.43166565895080566,0.0,HIGH_ENTROPY,1,1.0,1.0
22,agent_sentinel,5,5,15,0.0,0.0,ridge,prototype,1,0.9466666579246521,0.9466666579246521,555.3550999611616,1.5437350273132324,0.3342771530151367,0.013335795141756535,HIGH_ENTROPY|LOW_CONF,2,0.800000011920929,1.0
23,agent_sentinel,5,5,15,0.0,0.0,prototype,prototype,0,1.0,1.0,533.1302001141012,1.1826032400131226,0.5317813754081726,0.0,,0,1.0,0.800000011920929
24,agent_sentinel,5,5,15,0.0,0.0,prototype,prototype,0,0.9333333373069763,0.9333333373069763,520.2878001146019,1.455832600593567,0.4104813039302826,0.0,HIGH_ENTROPY,1,1.0,1.0
25,agent_sentinel,5,5,15,0.0,0.0,prototype,prototype,0,0.9866666793823242,0.9866666793823242,531.1825000680983,1.1961067914962769,0.5749931931495667,0.0,,0,1.0,1.0
26,agent_sentinel,5,5,15,0.0,0.0,prototype,prototype,0,0.9466666579246521,0.9466666579246521,565.3136998880655,1.2452746629714966,0.505789577960968,0.0,,0,0.800000011920929,0.800000011920929
27,agent_sentinel,5,5,15,0.0,0.0,prototype,prototype,0,0.9599999785423279,0.9599999785423279,599.7048001736403,1.4028351306915283,0.41867703199386597,0.0,HIGH_ENTROPY,1,1.0,1.0
28,agent_sentinel,5,5,15,0.0,0.0,prototype,prototype,0,0.9866666793823242,0.9866666793823242,537.7185000106692,1.4138091802597046,0.4391542673110962,0.0,HIGH_ENTROPY,1,1.0,1.0
29,agent_sentinel,5,5,15,0.0,0.0,prototype,prototype,0,1.0,1.0,518.2727000210434,1.2786093950271606,0.5314785242080688,0.0,,0,1.0,1.0
30,agent_sentinel,5,5,15,0.0,0.0,ridge,prototype,1,1.0,1.0,533.1832999363542,1.5239944458007812,0.37273108959198,0.035029660910367966,HIGH_ENTROPY,1,1.0,1.0
31,agent_sentinel,5,5,15,0.0,0.0,prototype,prototype,0,1.0,1.0,560.7857999857515,1.3111344575881958,0.503571093082428,0.0,,0,1.0,1.0
32,agent_sentinel,5,5,15,0.0,0.0,prototype,prototype,0,0.9866666793823242,0.9866666793823242,525.2478001639247,1.360692024230957,0.4893942177295685,0.0,HIGH_ENTROPY,1,1.0,1.0
